Title,Character,Manually Added Aliases,Gender,Race/Ethnicity,Annotator Notes,Source,,,
house for mr biswas - naipaul,Mr Biswas,,M,Asian,"""Mohun Biswas (based on V. S. Naipaul's father, Seepersad Naipaul) is born in rural Trinidad and Tobago to Hindu Indian parents and his father is a Brahmin""",Wikipedia,,,
house for mr biswas - naipaul,Shama,,F,Asian,"her family is based on an Indian family living in Trinidad, the Capildeo family",Wikipedia,,,
house for mr biswas - naipaul,Anand,,M,Asian,Shama and Mr. Biswas's son,Wikipedia,,,
prime of miss jean brodie - spark,Miss Brodie,,F,White,"""Miss Brodie forced her brown eyes to flash as a meaningful accompaniment to her quiet voice. She looked a mighty woman with her dark Roman profile in the sun.""",book,,,
prime of miss jean brodie - spark,Sandy,,F,White (unmarked),"1930s Edinburgh, unmarked, Catholic",Wikipedia,,,
prime of miss jean brodie - spark,Jenny,,F,White (unmarked),"1930s Edinburgh, unmarked",Wikipedia,,,
prime of miss jean brodie - spark,Rose,,F,White,"""By her side walked Rose Stanley, tall and blonde with a yellow-pale skin""",book,,,
prime of miss jean brodie - spark,Mr. Lowther,,M,White,"""Mr. Lowther was small, with a long body and short legs. His hair and moustache were red-gold."" otherwise unmarked, book takes place in 1930s Edinburgh",book,,,
something about america - testa,I,Maria Testa,F,White,"""Draping colorful scarves around her neck, the thirteen-year-old from Kosova""",goodreads,,,
something about america - testa,my father,,M,White,The novel discusses as much about feeling alienated as an immigrant but without a racism lens to it. Main character is from Kosova,book,,,
something about america - testa,my mother,,F,White,The novel discusses as much about feeling alienated as an immigrant but without a racism lens to it. Main character is from Kosova,book,,,
girl on the train - hawkins,I,,N/A,N/A,N/A,N/A,,,
girl on the train - hawkins,Scott,,M,White,"""he’s handsome in a British film star kind of way, not a Depp or a Pitt, but a Firth, or a Jason Isaacs.""",book,,,
girl on the train - hawkins,Tom,,M,White (unmarked),"no race description, film adaptation features a white cast",book,,,
girl on the train - hawkins,Anna,,F,White (unmarked),"no description of race, film adaptation features a white cast",book,,,
girl on the train - hawkins,Megan,,F,White,"""She is one of those tiny bird-women, a beauty, pale-skinned with blond hair cropped short.""",book,,,
girl on the train - hawkins,Rachel,,F,White (unmarked),Played by a white English actress in film adaptation,Wikipedia,,,
trial - kafka,K.,,M,White,"German character, racially unmarked",book,,,
trial - kafka,the lawyer,,M,White,"German character, racially unmarked",book,,,
god of small things - roy,Ammu,,F,Asian,"Ammu is from Kerala, India",wikipedia,,,
god of small things - roy,Rahel,,F,Asian,"The story is set in Aymanam, part of Kottayam district in Kerala, India and discusses the cast system and how the characters fall into it",wikipedia,,,
god of small things - roy,Estha,,M,Asian,"Mother is from Kerala, India, and father is from Calcutta",wikipedia,,,
god of small things - roy,Chacko,,M,Asian,"""Chacko has returned to India from England"", brother of Ammu",wikipedia,,,
god of small things - roy,Baby Kochamma,,F,Asian,"""The multi-generational, Syrian Christian family home in Ayemenem also includes Pappachi's sister, Navomi Ipe, known as Baby Kochamma""",wikipedia,,,
god of small things - roy,Velutha,,M,Asian,"""Velutha is a Paravan, an Untouchable""",wikipedia,,,
god of small things - roy,Mammachi,,F,Asian,"Ammu's mother, lives in Kerala, India",wikipedia,,,
when i was puerto rican - santiago,I,Esmeralda,F,Latino/a/x,"""When I Was Puerto Rican is a 1993 autobiography written by Puerto Rican native Esmeralda Santiago""",wikipedia,,,
when i was puerto rican - santiago,Mami,,F,Latino/a/x,"mother is Puerto Rican: ""Tata was my mother’s mother, who had left Puerto Rico while I was still a toddler""",book,,,
when i was puerto rican - santiago,Papi,,M,Latino/a/x,"""He banged a nail hard into the wall then turned to me, and, with a broad smile on his face said, “Only if you like it better than our Puerto Rican food.”""",book,,,
mama day - naylor,I,,N/A,N/A,N/A,N/A,,,
mama day - naylor,Ophelia,Cocoa,F,Black,"The story is told as a series of letters between George and Ophelia, where George says ""Black women of any shade should live in bright colors — it deepens their skin, and the deeper, the better. Still, I kept imagining how you were going to look soon without any of that stuff on.""",book,,,
mama day - naylor,George,,M,Black,"""Often, I had wanted to go over and shake some silk-clad shoulder who thought she was righteously justified in spreading the tired old gospel about not being able to meet good black men. She had met me. But I would have been too proud to remind her where.""",book,,,
mama day - naylor,Miranda,Mama Day,F,Black,"""Mama Day's great-grandmother, who is known on the Island as the mystical 'great, great, grand mother.' The legend of her life is murky, but she is known to have been a slave woman who married Bascombe Wade""",Wikipedia,,,
mama day - naylor,Bernice,,F,Black,"""She was tall and thin, brown skinned, with flecks of amber in her eyes."" book centers on Black myth and folklore",book,,,
mama day - naylor,Abigail,,F,Black,"""Abigail Day – Cocoa's grandmother and Mama Day's sister. She is respectful, even-tempered and the peace maker of the family. Abigail Day is a doting grandmother who spoils Cocoa.""",Wikipedia,,,
american - james,Newman,,M,White,"""and a good deal of straight, rather dry brown hair. His complexion was brown, and his nose had a bold well-marked arch. His eye was of a clear, cold gray, and save for a rather abundant moustache he was clean-shaved. He had the flat jaw and sinewy neck which are frequent in the American type"" published 1877, Newman travels through Europe while racially unmarked",book,,,
american - james,Madame de Cintré,,F,White,"""She was tall and moulded in long lines; she had thick fair hair, a wide forehead, and features with a sort of harmonious irregularity. Her clear gray eyes were strikingly expressive"" marries Newman, French, no mention of miscegenation",book,,,
american - james,Valentin,,M,White,"""Newman turned again to this young man and observed that he strikingly resembled his sister."" Newman is implied white",book,,,
american - james,Mrs. Bread,,F,White (unmarked),"no description in book, played by white-appearing Irish actress in film adaptation",book,,,
american - james,M. de Bellegarde,,M,White,"""a pair of cold blue eyes which had kept much of the freshness of youth"" French aristocrat in 1877",book,,,
house made of dawn - momaday,I,,N/A,N/A,N/A,N/A,,,
house made of dawn - momaday,Abel,,M,Native/Indigenous,"The central character of the novel, born in 1920 of a Walatowa mother and an unknown father.",wikipedia,,,
house made of dawn - momaday,Milly,,F,White,"""Milly, who has blond hair, a plain face, and a constant laugh, is now a social worker on Abel's case.""",Sparknotes,,,
house made of dawn - momaday,Father Olguin,,M,Latino/a/x,"""Father Olguin, who is from Mexico, is small, swarthy, has graying hair, and is missing one eye.""",Sparknotes,,,
house made of dawn - momaday,Ben,,M,Native/Indigenous,"""He exhibits a simplicity and pragmatism that makes him a stable and grounded member of the Indians who have relocated in Los Angeles.""",Sparknotes,,,
glass castle - walls,I,Jeanette Walls,F,White,"""'Wouldn’t anybody get mad?' I asked.

'’Cause you’re white?' she asked. 'Your own kind might, but we won’t. And your own kind won’t be there.'""",Wikipedia,,,
glass castle - walls,Dad,,M,White,father of white narrator,Wikipedia,,,
glass castle - walls,Mom,,F,White,father of white narrator,Wikipedia,,,
glass castle - walls,Lori,,F,White,sister of narrator with same parents,Wikipedia,,,
glass castle - walls,Brian,,M,White,brother of narrator with same parents,Wikipedia,,,
house of the spirits - allende,Esteban Trueba,,M,Latino/a/x,"Autobiographical novel based on the authors family, author ""was born in Lima, Peru"" ""Rosa's fiancé, a poor miner named Esteban Trueba""",wikipedia,,,
house of the spirits - allende,Clara,,F,Latino/a/x,"Autobiographical novel based on the authors family, author ""was born in Lima, Peru"" ""The story starts with the del Valle family, focusing upon the youngest and the oldest daughters of the family, Clara and Rosa.""",wikipedia,,,
house of the spirits - allende,I,Alba ,F,Latino/a/x,"Autobiographical novel based on the authors family, author ""was born in Lima, Peru"" ""Blanca quietly returns to the Trueba household and gives birth to her daughter, Alba.""",wikipedia,,,
house of the spirits - allende,Blanca,,F,Latino/a/x,"Autobiographical novel based on the authors family, author ""was born in Lima, Peru"" ""Clara gives birth to a daughter named Blanca""",wikipedia,,,
house of the spirits - allende,Alba,,F,Latino/a/x,"Autobiographical novel based on the authors family, author ""was born in Lima, Peru"" ""Blanca quietly returns to the Trueba household and gives birth to her daughter, Alba.""",wikipedia,,,
house of the spirits - allende,Jaime,,M,Latino/a/x,"Autobiographical novel based on the authors family, author ""was born in Lima, Peru"" ""Clara gives birth to a daughter named Blanca and later, to twin boys Jaime and Nicolás.""",wikipedia,,,
house of the spirits - allende,Pedro Tercero,,M,Latino/a/x,"Autobiographical novel based on the authors family, author ""was born in Lima, Peru"" ""Alba and Pedro are fond of each other, but do not know they are father and daughter, although Pedro suspects this.""",wikipedia,,,
river runs through it - maclean,I,Norman Maclean,M,White,"""Maclean's maternal grandfather, John Davidson, was a Presbyterian immigrant from Northern England"" ""In his novella, A River Runs Through It, Maclean wrote that his paternal ancestors were from the Isle of Mull, in the Inner Hebrides of Scotland.""",Wikipedia,,,
river runs through it - maclean,Paul,,M,White,"""""A River Runs Through It"" is a semi-autobiographical account of Maclean's relationship with his brother Paul and their upbringing in an early 20th century Montana family in which ""there was no clear line between religion and fly fishing.""""",Wikipedia,,,
river runs through it - maclean,Bill,,M,White (unmarked),no description of race,book,,,
river runs through it - maclean,my brother,,M,White,"""""A River Runs Through It"" is a semi-autobiographical account of Maclean's relationship with his brother Paul and their upbringing in an early 20th century Montana family in which ""there was no clear line between religion and fly fishing.""""",Wikipedia,,,
river runs through it - maclean,my father,,M,White,"""In his novella, A River Runs Through It, Maclean wrote that his paternal ancestors were from the Isle of Mull, in the Inner Hebrides of Scotland.""",Wikipedia,,,
world war z - brooks,I,Max Brooks,M,White,"fictionalized version of the author. ""His father is Jewish, while his mother was an Italian-American Catholic.""",wikipedia,,,
book of unknown americans - henriquez,I,,N/A,N/A,N/A,N/A,,,
book of unknown americans - henriquez,Maribel,,F,Latino/a/x,"""Alma and Arturo Rivera leave their comfortable surroundings in Pátzcuaro, Mexico when their daughter Maribel suffers a severe head injury""",Wikipedia,,,
